"","Q1","Q2","Q3","Q4","Q5","Province"
"4559","1","Liberal","Right","3","Liberal","Ontario"
"4560","1","Conservative","Standstill","5","Conservative","Nova Scotia"
"4561","1","Liberal","Wrong","5","Liberal","Ontario"
"4562","0",NA,"Wrong","4",NA,"Ontario"
"4563","1","Liberal","Right","1","Liberal","Ontario"
"4564","1","Liberal","Wrong","4","Conservative","Quebec"
"4565","1","Conservative","Standstill","1","Liberal","Quebec"
"4566","1","Conservative","Wrong","3","Liberal","Ontario"
"4567","1","Conservative","Right","1","ndp","British Columbia"
"4568","0",NA,"Wrong","5",NA,"Ontario"
"4569","1","Conservative","Wrong","3","BlocQbc","Ontario"
"4570","1","BlocQbc","Unsure","2","Liberal","Quebec"
"4571","1","Liberal","Right","4","Liberal","Ontario"
"4572","1","Liberal","Standstill","3","BlocQbc","British Columbia"
"4573","1","Liberal","Right","5","Liberal","Ontario"
"4574","1","Liberal","Wrong","5","Conservative","British Columbia"
"4575","1","Liberal","Wrong","4","Liberal","Quebec"
"4576","0",NA,"Unsure","5",NA,"Ontario"
"4577","1","Liberal","Standstill","5","Liberal","British Columbia"
"4578","1","Liberal","Wrong","1","ndp","British Columbia"
"4579","1","Liberal","Standstill","3","Liberal","Ontario"
"4580","1","Liberal","Wrong","1","Liberal","British Columbia"
"4581","0",NA,"Unsure","5",NA,"New Brunswick"
"4582","1","BlocQbc","Right","3","Liberal","Quebec"
"4583","0",NA,"Right","4",NA,"Ontario"
"4584","1","Conservative","Standstill","3","Liberal","Ontario"
"4585","0",NA,"Standstill","2",NA,"Ontario"
"4586","1","ndp","Wrong","4","Liberal","British Columbia"
"4587","0",NA,"Wrong","3",NA,"Ontario"
"4588","0",NA,"Wrong","4",NA,"Ontario"
"4589","1","Conservative","Wrong","4","ndp","Alberta"
"4590","1","Conservative","Standstill","3","Liberal","Alberta"
"4591","1","Liberal","Standstill","5","Conservative","Quebec"
"4592","1","ndp","Wrong","5","Conservative","British Columbia"
"4593","0",NA,"Standstill","3",NA,"Ontario"
"4594","1","Conservative","Standstill","4","Conservative","Ontario"
"4595","1","Conservative","Wrong","1","Liberal","Alberta"
"4596","1","Conservative","Wrong","1","Other","Quebec"
"4597","0",NA,"Wrong","4",NA,"Quebec"
"4598","1","Conservative","Right","5","Liberal","Manitoba"
"4599","1","ndp","Right","2","Conservative","Alberta"
"4600","0",NA,"Right","4",NA,"Alberta"
"4601","1","Conservative","Right","4","Liberal","Ontario"
"4602","1","Conservative","Wrong","5","Conservative","Alberta"
"4603","1","ndp","Wrong","1","Liberal","New Brunswick"
"4604","1","Liberal","Wrong","4","BlocQbc","Alberta"
"4605","1","Liberal","Standstill","3","Conservative","New Brunswick"
"4606","1","Liberal","Right","2","Liberal","Ontario"
"4607","1","Conservative","Standstill","3","Liberal","Quebec"
"4608","1","Liberal","Right","1","Liberal","British Columbia"
"4609","1","Conservative","Wrong","2","Liberal","Ontario"
"4610","1","Liberal","Unsure","1","BlocQbc","Ontario"
"4611","1","Liberal","Right","4","Liberal","British Columbia"
"4612","1","Conservative","Standstill","2","Conservative","Quebec"
"4613","1","Liberal","Wrong","2","Conservative","Alberta"
"4614","0",NA,"Right","3",NA,"British Columbia"
"4615","0",NA,"Wrong","1",NA,"Alberta"
"4616","0",NA,"Unsure","2",NA,"Quebec"
"4617","0",NA,"Standstill","5",NA,"Newfoundland and Labrador"
"4618","0",NA,"Right","1",NA,"Quebec"
"4619","1","Other","Unsure","3","Conservative","Ontario"
"4620","1","Liberal","Wrong","3","Liberal","Quebec"
"4621","1","Liberal","Wrong","2","Liberal","Quebec"
"4622","1","Conservative","Wrong","4","Liberal","Quebec"
"4623","1","Liberal","Right","2","Liberal","Ontario"
"4624","1","Liberal","Right","3","Liberal","Alberta"
"4625","1","ndp","Right","3","ndp","Ontario"
"4626","0",NA,"Right","2",NA,"Alberta"
"4627","1","Liberal","Wrong","1","Conservative","Ontario"
"4628","1","Conservative","Standstill","4","BlocQbc","Quebec"
"4629","1","Liberal","Standstill","3","Conservative","Ontario"
"4630","1","Liberal","Wrong","1","Green","Quebec"
"4631","1","ndp","Standstill","3","Conservative","British Columbia"
"4632","1","ndp","Wrong","4","BlocQbc","Ontario"
"4633","1","Conservative","Wrong","3","Liberal","Ontario"
"4634","1","Liberal","Right","5","ndp","Ontario"
"4635","1","ndp","Right","2","Conservative","British Columbia"
"4636","1","Conservative","Wrong","4","Conservative","Quebec"
"4637","1","Liberal","Unsure","4","Conservative","British Columbia"
"4638","1","Liberal","Right","3","Liberal","Ontario"
"4639","1","Liberal","Wrong","3","ndp","Alberta"
"4640","1","Liberal","Wrong","4","Liberal","Ontario"
"4641","1","Liberal","Wrong","5","Liberal","Quebec"
"4642","1","Liberal","Wrong","2","Conservative","Alberta"
"4643","1","Liberal","Wrong","4","Liberal","Quebec"
"4644","1","Liberal","Standstill","4","Liberal","British Columbia"
"4645","1","Liberal","Standstill","1","Conservative","Ontario"
"4646","1","Conservative","Right","5","ndp","British Columbia"
"4647","1","Conservative","Wrong","4","Liberal","Ontario"
"4648","1","BlocQbc","Standstill","5","Conservative","Quebec"
"4649","1","Liberal","Standstill","3","Liberal","Alberta"
"4650","1","Conservative","Wrong","2","Conservative","Alberta"
"4651","1","Green","Right","3","BlocQbc","Quebec"
"4652","1","Conservative","Unsure","2","Green","British Columbia"
"4653","1","PreferNot","Standstill","3","Liberal","Saskatchewan"
"4654","1","Liberal","Standstill","4","Liberal","Ontario"
"4655","1","Green","Right","2","Conservative","Ontario"
"4656","1","Conservative","Wrong","4","Conservative","Alberta"
"4657","1","Liberal","Standstill","4","Liberal","Manitoba"
"4658","1","Liberal","Unsure","3","Liberal","British Columbia"
"4659","1","Liberal","Wrong","3","ndp","Ontario"
"4660","1","Conservative","Right","2","Conservative","Saskatchewan"
"4661","1","Conservative","Standstill","4","Liberal","Ontario"
"4662","1","Liberal","Wrong","3","Conservative","Ontario"
"4663","1","Liberal","Wrong","1","Liberal","Nova Scotia"
"4664","1","ndp","Standstill","3","ndp","Ontario"
"4665","1","Liberal","Wrong","2","Liberal","Northwest Territories"
"4666","0",NA,"Right","1",NA,"Manitoba"
"4667","0",NA,"Right","5",NA,"British Columbia"
"4668","1","Liberal","Right","5","Liberal","Manitoba"
"4669","1","Liberal","Right","2","Conservative","Ontario"
"4670","1","ndp","Right","1","Liberal","Saskatchewan"
"4671","1","Liberal","Right","2","Liberal","Ontario"
"4672","1","Liberal","Wrong","3","Liberal","Saskatchewan"
"4673","1","Conservative","Standstill","5","ndp","Quebec"
"4674","1","ndp","Right","2","Liberal","Nova Scotia"
"4675","1","Conservative","Wrong","2","BlocQbc","Ontario"
"4676","1","Conservative","Standstill","5","Liberal","Ontario"
"4677","1","Liberal","Right","3","BlocQbc","Quebec"
"4678","1","Conservative","Standstill","4","Conservative","Ontario"
"4679","1","Liberal","Right","3","Conservative","Quebec"
"4680","1","ndp","Wrong","3","ndp","Saskatchewan"
"4681","1","ndp","Standstill","1","Green","Manitoba"
"4682","1","Conservative","Standstill","3","BlocQbc","Quebec"
"4683","1","BlocQbc","Standstill","4","Liberal","Ontario"
"4684","0",NA,"Standstill","3",NA,"British Columbia"
"4685","0",NA,"Right","3",NA,"Ontario"
"4686","1","Conservative","Right","4","Liberal","Manitoba"
"4687","1","Conservative","Unsure","5","Liberal","Ontario"
"4688","1","Liberal","Right","2","Green","British Columbia"
"4689","1","Liberal","Standstill","2","Conservative","Ontario"
"4690","1","BlocQbc","Right","2","Conservative","Ontario"
"4691","1","ndp","Right","3","Liberal","Alberta"
"4692","1","BlocQbc","Right","5","ndp","Quebec"
"4693","1","Conservative","Standstill","4","Liberal","Ontario"
"4694","1","Liberal","Right","2","Liberal","Ontario"
"4695","1","BlocQbc","Wrong","4","Green","Ontario"
"4696","1","Liberal","Wrong","3","Conservative","Ontario"
"4697","1","ndp","Wrong","3","Other","Quebec"
"4698","1","Conservative","Standstill","2","BlocQbc","Ontario"
"4699","1","Liberal","Wrong","4","Green","Alberta"
"4700","1","Conservative","Wrong","5","Other","Ontario"
"4701","1","ndp","Wrong","2","Liberal","Ontario"
"4702","1","Liberal","Unsure","5","Liberal","Quebec"
"4703","1","Liberal","Wrong","4","BlocQbc","Ontario"
"4704","0",NA,"Standstill","4",NA,"Alberta"
"4705","1","Conservative","Right","3","Liberal","Manitoba"
"4706","0",NA,"Wrong","1",NA,"Ontario"
"4707","1","Liberal","Wrong","1","Conservative","Prince Edward Island"
"4708","1","Liberal","Standstill","4","Liberal","British Columbia"
"4709","0",NA,"Right","3",NA,"Nova Scotia"
"4710","0",NA,"Standstill","1",NA,"Ontario"
"4711","1","Liberal","Right","3","Liberal","British Columbia"
"4712","0",NA,"Standstill","4",NA,"British Columbia"
"4713","0",NA,"Wrong","2",NA,"Nova Scotia"
"4714","1","Liberal","Right","4","Liberal","Newfoundland and Labrador"
"4715","1","Liberal","Standstill","4","Conservative","Quebec"
"4716","1","Conservative","Right","3","Liberal","Quebec"
"4717","1","Conservative","Standstill","3","Liberal","Ontario"
"4718","0",NA,"Wrong","1",NA,"Quebec"
"4719","0",NA,"Wrong","4",NA,"Northwest Territories"
"4720","1","Conservative","Wrong","4","Liberal","Quebec"
"4721","1","Liberal","Wrong","2","Liberal","British Columbia"
"4722","0",NA,"Standstill","4",NA,"Quebec"
"4723","1","ndp","Wrong","5","Liberal","British Columbia"
"4724","1","BlocQbc","Wrong","3","Liberal","Ontario"
"4725","1","BlocQbc","Right","4","Liberal","Ontario"
"4726","1","Conservative","Standstill","4","Conservative","Ontario"
"4727","1","Liberal","Wrong","3","Green","Ontario"
"4728","1","Liberal","Wrong","1","Conservative","British Columbia"
"4729","1","Conservative","Unsure","4","Liberal","Ontario"
"4730","1","Liberal","Standstill","2","BlocQbc","British Columbia"
"4731","1","Liberal","Right","3","BlocQbc","Ontario"
"4732","1","Liberal","Wrong","4","Conservative","Alberta"
"4733","1","Liberal","Right","3","ndp","Quebec"
"4734","1","Conservative","Right","4","BlocQbc","Ontario"
"4735","1","BlocQbc","Wrong","1","Green","British Columbia"
"4736","1","Conservative","Right","1","Liberal","Ontario"
"4737","1","BlocQbc","Standstill","5","BlocQbc","British Columbia"
"4738","1","Liberal","Right","1","Liberal","Ontario"
"4739","1","Liberal","Standstill","3","Conservative","Quebec"
"4740","1","Liberal","Wrong","2","Conservative","Quebec"
"4741","1","Liberal","Wrong","3","Liberal","Alberta"
"4742","0",NA,"Right","4",NA,"Ontario"
"4743","1","Liberal","Wrong","2","Liberal","Ontario"
"4744","0",NA,"Wrong","2",NA,"Alberta"
"4745","1","Liberal","Wrong","3","BlocQbc","Alberta"
"4746","0",NA,"Wrong","1",NA,"British Columbia"
"4747","1","Liberal","Wrong","4","Conservative","Quebec"
"4748","1","Liberal","Right","5","Liberal","Ontario"
"4749","1","ndp","Standstill","4","BlocQbc","Alberta"
"4750","1","Conservative","Standstill","3","Other","British Columbia"
"4751","1","Conservative","Standstill","5","Liberal","Nova Scotia"
"4752","1","Liberal","Standstill","4","Liberal","Ontario"
"4753","1","BlocQbc","Wrong","1","Liberal","Quebec"
"4754","1","Conservative","Standstill","5","Conservative","Ontario"
"4755","1","Conservative","Standstill","4","Liberal","Ontario"
"4756","1","Liberal","Wrong","5","Conservative","Nova Scotia"
"4757","1","BlocQbc","Standstill","1","Liberal","British Columbia"
"4758","1","Liberal","Standstill","1","BlocQbc","Nova Scotia"
"4759","1","Liberal","Unsure","5","BlocQbc","Ontario"
"4760","1","Liberal","Wrong","3","Conservative","Ontario"
"4761","1","Liberal","Standstill","4","ndp","Quebec"
"4762","1","Conservative","Right","4","Liberal","Ontario"
"4763","1","Conservative","Standstill","4","Liberal","Saskatchewan"
"4764","1","Liberal","Wrong","4","Conservative","Ontario"
"4765","1","Conservative","Wrong","3","Liberal","Quebec"
"4766","0",NA,"Wrong","3",NA,"British Columbia"
"4767","0",NA,"Unsure","5",NA,"Manitoba"
"4768","1","Liberal","Wrong","3","Conservative","Ontario"
"4769","1","Liberal","Wrong","2","Liberal","Ontario"
"4770","1","Conservative","Unsure","4","ndp","British Columbia"
"4771","0",NA,"Right","3",NA,"Ontario"
"4772","1","PreferNot","Right","4","Liberal","Ontario"
"4773","1","Liberal","Unsure","3","Liberal","Alberta"
"4774","1","ndp","Standstill","4","Liberal","Ontario"
"4775","1","ndp","Wrong","5","Liberal","Ontario"
"4776","1","PreferNot","Right","3","Liberal","British Columbia"
"4777","1","Liberal","Right","3","Liberal","Alberta"
"4778","1","Conservative","Standstill","1","BlocQbc","Quebec"
"4779","1","Conservative","Unsure","1","Liberal","Ontario"
"4780","1","Conservative","Right","4","Conservative","British Columbia"
"4781","1","BlocQbc","Standstill","1","Conservative","British Columbia"
"4782","1","Conservative","Right","2","Conservative","Ontario"
"4783","1","Conservative","Right","5","Green","British Columbia"
"4784","1","Liberal","Unsure","1","Liberal","Manitoba"
"4785","1","Liberal","Standstill","1","Conservative","British Columbia"
"4786","1","Liberal","Right","3","Conservative","Ontario"
"4787","1","Liberal","Right","3","Conservative","Ontario"
"4788","1","Other","Wrong","4","Liberal","British Columbia"
"4789","0",NA,"Right","1",NA,"Saskatchewan"
"4790","1","Liberal","Standstill","5","BlocQbc","Newfoundland and Labrador"
"4791","1","Liberal","Wrong","2","Liberal","New Brunswick"
"4792","1","BlocQbc","Right","5","Other","Ontario"
"4793","1","Conservative","Wrong","3","Liberal","Quebec"
"4794","1","Conservative","Right","1","ndp","Ontario"
"4795","0",NA,"Right","4",NA,"Ontario"
"4796","1","ndp","Right","2","Conservative","Alberta"
"4797","1","Liberal","Wrong","4","BlocQbc","British Columbia"
"4798","1","Liberal","Right","3","Conservative","British Columbia"
"4799","1","Liberal","Wrong","5","Liberal","Alberta"
"4800","1","Liberal","Wrong","2","Liberal","British Columbia"
"4801","1","Liberal","Right","5","Conservative","Quebec"
"4802","0",NA,"Right","2",NA,"Saskatchewan"
"4803","1","Liberal","Right","3","Conservative","Ontario"
"4804","1","Conservative","Standstill","2","Liberal","British Columbia"
"4805","1","Liberal","Standstill","4","Conservative","Ontario"
"4806","0",NA,"Wrong","4",NA,"Ontario"
"4807","1","Liberal","Right","1","Liberal","Manitoba"
"4808","1","Liberal","Right","2","BlocQbc","British Columbia"
"4809","1","Liberal","Wrong","3","Liberal","Quebec"
"4810","1","ndp","Wrong","3","Liberal","Ontario"
"4811","1","BlocQbc","Wrong","4","Liberal","Ontario"
"4812","1","Conservative","Right","4","Conservative","Quebec"
"4813","1","Liberal","Wrong","3","Conservative","Quebec"
"4814","1","Conservative","Right","3","ndp","Quebec"
"4815","1","Liberal","Right","3","Conservative","Ontario"
"4816","1","Liberal","Wrong","5","Green","Ontario"
"4817","1","Liberal","Right","4","Liberal","Ontario"
"4818","1","Conservative","Standstill","5","Liberal","British Columbia"
"4819","1","Liberal","Right","5","Liberal","Ontario"
"4820","1","Liberal","Wrong","1","Liberal","Manitoba"
"4821","1","BlocQbc","Right","2","BlocQbc","Ontario"
"4822","1","BlocQbc","Unsure","3","Conservative","Saskatchewan"
"4823","1","Liberal","Wrong","4","Liberal","British Columbia"
"4824","1","Conservative","Wrong","3","Liberal","New Brunswick"
"4825","1","PreferNot","Wrong","3","BlocQbc","Ontario"
"4826","1","Liberal","Standstill","1","Liberal","Alberta"
"4827","1","Liberal","Wrong","4","Conservative","Quebec"
"4828","0",NA,"Wrong","4",NA,"British Columbia"
"4829","1","Liberal","Wrong","4","Conservative","Ontario"
"4830","1","Conservative","Unsure","4","Liberal","Ontario"
"4831","0",NA,"Right","4",NA,"British Columbia"
"4832","1","Liberal","Right","3","Liberal","Quebec"
"4833","1","Liberal","Wrong","2","BlocQbc","Ontario"
"4834","1","Liberal","Right","2","Liberal","Ontario"
"4835","1","Conservative","Right","1","Conservative","Quebec"
"4836","1","Conservative","Unsure","2","Liberal","Ontario"
"4837","0",NA,"Standstill","2",NA,"Quebec"
"4838","1","Liberal","Wrong","4","Other","Saskatchewan"
"4839","1","Conservative","Right","2","Liberal","Ontario"
"4840","1","ndp","Standstill","4","Liberal","Quebec"
"4841","1","BlocQbc","Wrong","5","Liberal","Newfoundland and Labrador"
"4842","1","Conservative","Standstill","4","BlocQbc","British Columbia"
"4843","1","Conservative","Wrong","1","Conservative","Ontario"
"4844","1","Liberal","Right","4","Conservative","Ontario"
"4845","1","Liberal","Right","3","Conservative","Ontario"
"4846","1","Conservative","Right","5","BlocQbc","Ontario"
"4847","1","Conservative","Wrong","4","BlocQbc","New Brunswick"
"4848","1","Conservative","Unsure","2","Conservative","Quebec"
"4849","1","BlocQbc","Standstill","1","Conservative","Quebec"
"4850","1","Liberal","Wrong","4","Conservative","Ontario"
"4851","1","Conservative","Right","3","Liberal","Ontario"
"4852","1","Liberal","Right","3","Conservative","Ontario"
"4853","1","Liberal","Wrong","4","Other","Ontario"
"4854","0",NA,"Standstill","1",NA,"Ontario"
"4855","1","ndp","Right","3","Conservative","Saskatchewan"
"4856","1","Conservative","Right","5","Conservative","Ontario"
"4857","1","ndp","Standstill","4","Conservative","British Columbia"
"4858","1","Liberal","Right","2","Conservative","Ontario"
"4859","1","Conservative","Right","4","Liberal","Ontario"
"4860","1","Liberal","Wrong","5","Conservative","British Columbia"
"4861","1","ndp","Right","2","BlocQbc","Nova Scotia"
